voteId,title,url,date,time,turnout,govWins,jacqui_lambie,glenn_lazarus,david_leyonhjelm,john_madigan,ricky_muir,nick_xenophon,dio_wang,bob_day
3580,Carbon Farming Initiative Amendment Bill 2014 - Second Reading - Agree with the bill's main idea,https://theyvoteforyou.org.au/divisions/senate/2014-10-30/7,2014-10-30,9:04 PM,78.9,gov_wins,government,government,labor,government,government,government,government,labor
3581,Carbon Farming Initiative Amendment Bill 2014 - in Committee - Reduce public consultation on drafts of methodology determinations,https://theyvoteforyou.org.au/divisions/senate/2014-10-30/8,2014-10-30,9:14 PM,78.9,gov_wins,government,government,government,government,government,government,government,government
3582,Social Services and Other Legislation Amendment (2014 Budget Measures No. 6) Bill 2014 - Second Reading - Agree with the main idea of the bill,https://theyvoteforyou.org.au/divisions/senate/2014-11-17/1,2014-11-17,11:40 AM,63.2,gov_wins,greens,absent,government,absent,government,greens,absent,government
3583,Motions — Divestment from Fossil Fuels,https://theyvoteforyou.org.au/divisions/senate/2014-11-17/2,2014-11-17,5:27 PM,61.8,gov_wins,absent,absent,government,government,government,government,government,government
3584,Committees — Queensland Government Administration Committee; Meeting,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/1,2014-11-19,9:43 AM,84.2,gov_loses,labor,labor,government,labor,labor,labor,labor,government
3585,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/2,2014-11-19,10:22 AM,78.9,gov_loses,labor,labor,government,labor,labor,labor,labor,government
3586,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/3,2014-11-19,10:57 AM,81.6,gov_loses,labor,labor,government,labor,labor,labor,labor,government
3587,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/4,2014-11-19,11:01 AM,81.6,gov_loses,labor,labor,government,labor,labor,labor,labor,government
3588,Business - Rearrangement - Give more precedence to motion to disallow,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/5,2014-11-19,11:53 AM,82.9,gov_loses,labor,government,government,labor,labor,labor,government,government
3589,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/6,2014-11-19,11:57 AM,82.9,gov_loses,labor,government,government,labor,labor,labor,government,government
3590,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/7,2014-11-19,12:24 PM,81.6,gov_loses,labor,government,government,labor,labor,labor,government,government
3591,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/8,2014-11-19,12:29 PM,80.3,gov_loses,labor,government,government,labor,labor,labor,government,government
3592,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/9,2014-11-19,3:06 PM,84.2,gov_loses,labor,government,government,labor,labor,labor,government,government
3593,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/10,2014-11-19,3:33 PM,84.2,gov_loses,labor,government,government,labor,labor,labor,government,government
3594,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/11,2014-11-19,3:36 PM,84.2,gov_loses,labor,government,government,labor,labor,labor,government,government
3595,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/12,2014-11-19,3:42 PM,84.2,gov_loses,labor,government,government,labor,labor,labor,government,government
3596,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/13,2014-11-19,3:47 PM,84.2,gov_loses,labor,government,government,labor,labor,labor,government,government
3597,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/14,2014-11-19,3:50 PM,84.2,gov_loses,labor,government,government,labor,labor,labor,government,government
3598,Regulations and Determinations - Corporations Amendment (Streamlining Future of Financial Advice) Regulation 2014 - Disallow regulation,https://theyvoteforyou.org.au/divisions/senate/2014-11-19/15,2014-11-19,7:37 PM,81.6,gov_loses,labor,government,government,labor,labor,labor,government,government
3601,"Bills — Business Services Wage Assessment Tool Payment Scheme Bill 2014, Business Services Wage Assessment Tool Payment Scheme (Consequential Amendments) Bill 2014; in Committee",https://theyvoteforyou.org.au/divisions/senate/2014-11-24/1,2014-11-24,1:55 PM,90.8,gov_wins,labor,government,government,absent,government,labor,government,government
3602,Documents — Asylum Seekers; Order for the Production of Documents,https://theyvoteforyou.org.au/divisions/senate/2014-11-24/2,2014-11-24,4:33 PM,89.5,gov_loses,labor,labor,labor,labor,labor,labor,labor,government
3603,Motions - ABC and SBS - Against budget cuts,https://theyvoteforyou.org.au/divisions/senate/2014-11-24/3,2014-11-24,4:38 PM,89.5,gov_loses,labor,labor,government,labor,labor,labor,labor,government
3604,Documents — Telecommunications; Order for the Production of Documents,https://theyvoteforyou.org.au/divisions/senate/2014-11-24/4,2014-11-24,4:44 PM,86.8,gov_loses,labor,labor,labor,labor,labor,labor,labor,labor
3605,Committees — Wind Turbines Committee; Appointment,https://theyvoteforyou.org.au/divisions/senate/2014-11-24/5,2014-11-24,4:52 PM,85.5,gov_wins,government,labor,government,government,absent,government,labor,government
3606,Motions - Westconnex - Don't construct WestConnex,https://theyvoteforyou.org.au/divisions/senate/2014-11-24/6,2014-11-24,4:59 PM,81.6,gov_wins,government,government,government,government,absent,government,government,government
3607,Motions  Foreign Investment - Limit foreign investment,https://theyvoteforyou.org.au/divisions/senate/2014-11-24/7,2014-11-24,5:06 PM,77.6,gov_wins,greens,greens,government,absent,absent,absent,greens,government
3608,Motions — Mining,https://theyvoteforyou.org.au/divisions/senate/2014-11-24/8,2014-11-24,5:13 PM,69.7,gov_wins,absent,greens,absent,absent,government,absent,greens,government
3609,"Bills — Business Services Wage Assessment Tool Payment Scheme Bill 2014, Business Services Wage Assessment Tool Payment Scheme (Consequential Amendments) Bill 2014; in Committee",https://theyvoteforyou.org.au/divisions/senate/2014-11-24/9,2014-11-24,7:46 PM,80.3,gov_loses,labor,government,absent,labor,government,labor,government,government
3610,Bills — Australian National Preventive Health Agency (Abolition) Bill 2014; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2014-11-25/1,2014-11-25,12:40 PM,88.2,gov_loses,labor,labor,government,government,government,labor,labor,government
3611,Motions - Asylum Seekers - Reverse decision not to resettle refugees from Indonesia,https://theyvoteforyou.org.au/divisions/senate/2014-11-25/2,2014-11-25,3:49 PM,78.9,gov_loses,absent,absent,government,absent,absent,absent,absent,government
3619,Counter-Terrorism Legislation Amendment Bill (No. 1) 2014 - in Committee - Control orders only if support/facilitation already provided,https://theyvoteforyou.org.au/divisions/senate/2014-11-26/1,2014-11-26,,59.2,gov_wins,absent,government,greens,absent,government,absent,government,government
3620,Counter-Terrorism Legislation Amendment Bill (No. 1) 2014 - in Committee - Add definition of Convention Against Torture,https://theyvoteforyou.org.au/divisions/senate/2014-11-26/2,2014-11-26,12:30 PM,56.6,gov_wins,absent,government,greens,absent,government,absent,government,government
3621,Counter-Terrorism Legislation Amendment Bill (No. 1) 2014 - in Committee - Include torture prohibition,https://theyvoteforyou.org.au/divisions/senate/2014-11-26/3,2014-11-26,12:38 PM,64.5,gov_wins,absent,government,greens,absent,government,absent,government,government
3622,Counter-Terrorism Legislation Amendment Bill (No. 1) 2014 - Third Reading - Pass the bill,https://theyvoteforyou.org.au/divisions/senate/2014-11-26/4,2014-11-26,12:47 PM,67.1,gov_wins,greens,government,greens,greens,government,absent,government,government
3623,Censure motion against the Minister for Defence may be moved immediately,https://theyvoteforyou.org.au/divisions/senate/2014-11-26/5,2014-11-26,3:14 PM,94.7,gov_loses,labor,labor,government,labor,labor,absent,labor,government
3624,Motions - Censure the Minister for Defence,https://theyvoteforyou.org.au/divisions/senate/2014-11-26/6,2014-11-26,5:32 PM,89.5,gov_loses,labor,labor,government,labor,labor,absent,labor,government
3625,Motions — Great Barrier Reef - Sea Shepherd diesel spill,https://theyvoteforyou.org.au/divisions/senate/2014-11-27/1,2014-11-27,12:14 PM,82.9,gov_loses,labor,labor,government,absent,absent,absent,labor,government
3626,Motions - Super Trawlers - Permanent ban,https://theyvoteforyou.org.au/divisions/senate/2014-12-01/1,2014-12-01,3:49 PM,59.2,gov_wins,greens,absent,government,government,greens,absent,absent,government
3627,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-12-01/2,2014-12-01,8:08 PM,84.2,gov_loses,labor,absent,government,government,government,labor,labor,government
3628,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-12-01/3,2014-12-01,8:12 PM,84.2,gov_loses,labor,absent,government,government,government,labor,labor,government
3629,Bills — Omnibus Repeal Day (Spring 2014) Bill 2014; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2014-12-01/4,2014-12-01,8:48 PM,84.2,gov_loses,labor,absent,government,labor,labor,labor,labor,government
3630,Bills — Omnibus Repeal Day (Spring 2014) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2014-12-02/1,2014-12-02,12:39 PM,92.1,gov_loses,labor,labor,government,absent,absent,labor,labor,government
3631,Documents – China-Australia Trade Agreement – Order for the Production of Documents,https://theyvoteforyou.org.au/divisions/senate/2014-12-02/2,2014-12-02,3:58 PM,72.4,gov_wins,greens,greens,government,absent,greens,greens,greens,government
3632,Motions — Sydney Harbour: Terminal 10 Development,https://theyvoteforyou.org.au/divisions/senate/2014-12-02/3,2014-12-02,4:05 PM,67.1,gov_wins,absent,greens,government,absent,greens,absent,greens,government
3633,Higher Education and Research Reform Amendment Bill 2014 - Second Reading - End debate on bill's main idea,https://theyvoteforyou.org.au/divisions/senate/2014-12-02/4,2014-12-02,5:32 PM,84.2,gov_loses,labor,labor,government,government,government,government,labor,government
3634,Higher Education and Research Reform Amendment Bill 2014 - Second Reading - Agree with the main idea of the bill,https://theyvoteforyou.org.au/divisions/senate/2014-12-02/5,2014-12-02,5:58 PM,84.2,gov_loses,labor,labor,government,government,government,labor,labor,government
3635,Bills — Tax and Superannuation Laws Amendment (2014 Measures No. 6) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2014-12-02/6,2014-12-02,6:50 PM,64.5,gov_wins,absent,government,government,government,government,absent,government,government
3636,Bills — Social Security Legislation Amendment (Strengthening the Job Seeker Compliance Framework) Bill 2014; Third Reading,https://theyvoteforyou.org.au/divisions/senate/2014-12-02/7,2014-12-02,9:34 PM,69.7,gov_wins,greens,government,absent,government,government,government,government,government
3642,Business — Consideration of Legislation,https://theyvoteforyou.org.au/divisions/senate/2014-12-03/1,2014-12-03,10:21 AM,88.2,gov_wins,labor,government,government,government,absent,labor,government,government
3643,Motions — United Nations Environment Programme,https://theyvoteforyou.org.au/divisions/senate/2014-12-03/2,2014-12-03,3:54 PM,61.8,gov_wins,absent,greens,absent,absent,absent,absent,absent,government
3644,Motions - Environment - Set national targets for emissions reductions,https://theyvoteforyou.org.au/divisions/senate/2014-12-03/3,2014-12-03,4:00 PM,64.5,gov_wins,absent,greens,absent,absent,absent,absent,absent,government
3645,Documents – PricewaterhouseCoopers Data Retention Legislation Report – Order for the Production of Documents,https://theyvoteforyou.org.au/divisions/senate/2014-12-03/4,2014-12-03,4:07 PM,89.5,gov_loses,labor,labor,labor,labor,labor,labor,labor,government
3646,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-12-03/5,2014-12-03,6:40 PM,84.2,gov_wins,absent,government,government,government,government,government,government,absent
3647,Bills — Family Tax Benefit (Tighter Income Test) Bill 2014; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/1,2014-12-04,10:29 AM,81.6,gov_loses,labor,labor,government,labor,absent,absent,labor,government
3648,Family Tax Benefit (Tighter Income Test) Bill 2014 - Second Reading - Agree with the bill's main idea,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/2,2014-12-04,10:42 AM,60.5,gov_wins,government,government,independent,government,government,absent,government,government
3649,Committees — Rural and Regional Affairs and Transport References Committee; Reference,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/3,2014-12-04,,73.7,gov_wins,greens,greens,government,greens,greens,greens,greens,government
3650,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/4,2014-12-04,3:39 PM,84.2,gov_wins,labor,government,government,government,government,government,government,government
3651,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/5,2014-12-04,3:49 PM,84.2,gov_wins,labor,government,government,government,government,government,government,government
3652,Business — Rearrangement,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/6,2014-12-04,3:54 PM,84.2,gov_wins,labor,government,government,government,government,government,government,government
3653,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - Second Reading - Process unprocessed claims and release detained children,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/7,2014-12-04,8:55 PM,86.8,gov_wins,labor,government,government,labor,government,government,government,government
3654,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - Second Reading - Agree with bill's main idea,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/8,2014-12-04,8:58 PM,86.8,gov_wins,labor,government,government,labor,government,government,government,government
3655,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - in Committee - Safe Haven Enterprise Visa,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/9,2014-12-04,9:53 PM,86.8,gov_wins,labor,government,government,government,government,government,government,government
3656,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - in Committee - Government amendments,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/10,2014-12-04,9:57 PM,86.8,gov_wins,labor,government,government,government,government,government,government,government
3657,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - in Committee - Include Minister's promise to increase intake in bill,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/11,2014-12-04,10:17 PM,84.2,gov_wins,labor,government,government,labor,government,government,government,government
3658,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - in Committee - Keep schedule 3 as it is,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/12,2014-12-04,11:01 PM,76.3,gov_wins,greens,government,government,absent,government,government,government,government
3660,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - in Committee - Permanent visas for Safe Haven Enterprise Visa holders,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/13,2014-12-04,11:12 PM,86.8,gov_wins,labor,government,government,labor,government,absent,government,government
3661,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - in Committee - Remove temporary protection visas,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/14,2014-12-04,11:24 PM,86.8,gov_wins,labor,government,government,labor,government,government,government,government
3662,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - in Committee - Keep schedule 4 as it is,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/15,2014-12-04,11:45 PM,86.8,gov_wins,labor,government,government,labor,government,government,government,government
3663,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - in Committee - Keep schedule 5 as it is,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/16,2014-12-04,11:55 PM,86.8,gov_wins,labor,government,government,labor,government,government,government,government
3664,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - in Committee - Agree with the amended bill,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/17,2014-12-04,12:11 AM,86.8,gov_wins,labor,government,government,labor,government,government,government,government
3665,Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 - Third Reading - Pass the bill,https://theyvoteforyou.org.au/divisions/senate/2014-12-04/18,2014-12-04,12:15 AM,86.8,gov_wins,labor,government,government,labor,government,government,government,government
3667,Bills — Crimes Legislation Amendment (Unexplained Wealth and Other Measures) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-02-09/1,2015-02-09,12:54 PM,65.3,gov_wins,absent,government,greens,absent,government,absent,government,government
3668,Bills — Crimes Legislation Amendment (Psychoactive Substances and Other Measures) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-02-09/2,2015-02-09,6:11 PM,82.7,gov_wins,absent,government,labor,absent,government,labor,government,government
3669,Bills — Tax Laws Amendment (Research and Development) Bill 2013; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2015-02-09/3,2015-02-09,8:59 PM,86.7,gov_wins,labor,government,absent,government,government,government,government,government
3670,Bills — Tax Laws Amendment (Research and Development) Bill 2013; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-02-09/4,2015-02-09,9:36 PM,86.7,gov_wins,labor,government,absent,government,government,government,government,government
3675,Motions — Gardens of Stone,https://theyvoteforyou.org.au/divisions/senate/2015-02-10/1,2015-02-10,3:46 PM,53.3,gov_wins,absent,absent,government,absent,absent,absent,absent,absent
3676,Committees — Environment and Communications Legislation Committee; Reference,https://theyvoteforyou.org.au/divisions/senate/2015-02-10/2,2015-02-10,3:59 PM,81.3,gov_loses,labor,labor,government,absent,absent,absent,labor,absent
3677,Matters of Urgency — Maules Creek Coalmine,https://theyvoteforyou.org.au/divisions/senate/2015-02-10/3,2015-02-10,5:09 PM,64.0,gov_wins,greens,greens,government,absent,absent,absent,greens,absent
3678,Bills — Tax Laws Amendment (Research and Development) Bill 2013; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-02-10/4,2015-02-10,5:52 PM,85.3,gov_wins,labor,government,absent,government,government,government,government,absent
3679,Bills — Tax Laws Amendment (Research and Development) Bill 2013; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-02-10/5,2015-02-10,,86.7,gov_wins,labor,government,absent,government,government,government,government,absent
3680,Bills — Tax Laws Amendment (Research and Development) Bill 2013; Third Reading,https://theyvoteforyou.org.au/divisions/senate/2015-02-10/6,2015-02-10,,86.7,gov_wins,labor,government,absent,government,government,government,government,absent
3682,Motions — Request for more transparency in Trans-Pacific Partnership trade deal.,https://theyvoteforyou.org.au/divisions/senate/2015-02-11/1,2015-02-11,3:50 PM,86.7,gov_loses,absent,labor,government,labor,labor,labor,labor,absent
3683,Committees — Selection of Bills Committee; Report,https://theyvoteforyou.org.au/divisions/senate/2015-02-12/1,2015-02-12,,78.7,gov_loses,labor,government,absent,absent,labor,government,government,absent
3684,Motions — Nuclear Energy,https://theyvoteforyou.org.au/divisions/senate/2015-02-12/2,2015-02-12,12:15 PM,53.3,gov_wins,absent,absent,government,absent,absent,absent,absent,absent
3685,Mental Health – Order for the Production of Documents,https://theyvoteforyou.org.au/divisions/senate/2015-02-12/3,2015-02-12,12:22 PM,74.7,gov_loses,labor,labor,labor,absent,labor,labor,labor,absent
3686,Motions — Mining,https://theyvoteforyou.org.au/divisions/senate/2015-02-12/4,2015-02-12,12:32 PM,62.7,gov_wins,absent,greens,government,absent,absent,government,greens,absent
3687,Bills – Environment Legislation Amendment Bill 2013 – in Committee – Amendment: extend protections to all threatened species,https://theyvoteforyou.org.au/divisions/senate/2015-02-12/5,2015-02-12,1:38 PM,50.7,gov_wins,greens,greens,absent,absent,greens,greens,greens,absent
3697,Censure Motion — Attorney-General,https://theyvoteforyou.org.au/divisions/senate/2015-03-02/1,2015-03-02,1:14 PM,89.3,gov_loses,labor,labor,absent,absent,absent,government,labor,government
3698,Motions — Abbot Point Coal Terminal,https://theyvoteforyou.org.au/divisions/senate/2015-03-02/2,2015-03-02,3:43 PM,64.0,gov_wins,greens,greens,government,absent,greens,greens,greens,absent
3699,Bills — Fair Work (Registered Organisations) Amendment Bill 2014; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2015-03-02/3,2015-03-02,6:01 PM,84.0,gov_loses,labor,labor,government,absent,labor,government,labor,government
3700,Bills — Corporations Legislation Amendment (Deregulatory and Other Measures) Bill 2014; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2015-03-02/4,2015-03-02,7:45 PM,60.0,gov_wins,greens,absent,government,government,government,greens,absent,government
3701,Bills — Broadcasting and Other Legislation Amendment (Deregulation) Bill 2015; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2015-03-02/5,2015-03-02,9:49 PM,72.0,gov_wins,absent,greens,government,greens,greens,greens,greens,government
3702,Motions — To suspend standing orders to discuss the Deployment of Australian Troops,https://theyvoteforyou.org.au/divisions/senate/2015-03-03/1,2015-03-03,1:06 PM,69.3,gov_wins,greens,government,absent,government,government,greens,government,government
3703,Documents – National Mental Health Commission – Order for the Production of Documents,https://theyvoteforyou.org.au/divisions/senate/2015-03-03/2,2015-03-03,3:42 PM,84.0,gov_loses,labor,labor,labor,absent,labor,labor,labor,labor
3704,Motions — Liverpool Plains,https://theyvoteforyou.org.au/divisions/senate/2015-03-03/3,2015-03-03,,68.0,gov_wins,absent,greens,government,absent,absent,absent,greens,government
3705,Motions — Primary Industries — Kangaroo Meat and Hide Industry,https://theyvoteforyou.org.au/divisions/senate/2015-03-03/4,2015-03-03,,68.0,gov_wins,absent,greens,government,absent,government,government,greens,government
3706,Bills — Tax and Superannuation Laws Amendment (2014 Measures No. 7) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-03-03/5,2015-03-03,,64.0,gov_wins,absent,government,absent,absent,government,absent,government,government
3707,Motions — Achieve budget surpluses at least by 2019-20,https://theyvoteforyou.org.au/divisions/senate/2015-03-04/1,2015-03-04,3:54 PM,84.0,gov_wins,absent,labor,government,government,government,absent,labor,government
3708,Regulations and Determinations — Competition and Consumer (Industry Code — Port Terminal Access (Bulk Wheat)) Regulation 2014; Disallowance,https://theyvoteforyou.org.au/divisions/senate/2015-03-04/2,2015-03-04,5:57 PM,58.7,gov_wins,government,government,independent,government,government,government,government,independent
3711,Motions — Coal Seam Gas,https://theyvoteforyou.org.au/divisions/senate/2015-03-05/1,2015-03-05,,60.0,gov_wins,absent,greens,government,greens,greens,greens,greens,government
3712,Motions — Suspension of Standing Orders,https://theyvoteforyou.org.au/divisions/senate/2015-03-16/1,2015-03-16,4:01 PM,58.7,gov_wins,absent,absent,absent,government,government,greens,government,absent
3714,Business — Consideration of Legislation,https://theyvoteforyou.org.au/divisions/senate/2015-03-17/1,2015-03-17,3:42 PM,68.0,gov_wins,absent,government,government,government,government,government,government,government
3715,Motions — Troop Deployment to Iraq,https://theyvoteforyou.org.au/divisions/senate/2015-03-17/2,2015-03-17,3:49 PM,62.7,gov_wins,absent,greens,absent,government,government,greens,government,government
3716,Motions — Great Barrier Reef,https://theyvoteforyou.org.au/divisions/senate/2015-03-17/3,2015-03-17,4:05 PM,66.7,gov_wins,absent,greens,government,absent,absent,absent,greens,government
3717,Higher Education and Research Reform Bill 2014 - Second Reading - Agree with the bill's main idea,https://theyvoteforyou.org.au/divisions/senate/2015-03-17/4,2015-03-17,6:43 PM,85.3,gov_loses,labor,labor,government,government,labor,labor,labor,government
3718,Motions — Nuclear Energy,https://theyvoteforyou.org.au/divisions/senate/2015-03-18/1,2015-03-18,3:54 PM,89.3,gov_wins,labor,labor,government,government,government,absent,government,government
3719,Motions — Housing Affordability,https://theyvoteforyou.org.au/divisions/senate/2015-03-18/2,2015-03-18,4:02 PM,77.3,gov_wins,independent,government,independent,independent,independent,absent,independent,independent
3720,Motions — Cruise Ship Terminals,https://theyvoteforyou.org.au/divisions/senate/2015-03-18/3,2015-03-18,4:09 PM,72.0,gov_wins,government,greens,absent,government,government,absent,government,government
3721,Regulations and Determinations — Civil Aviation Safety Regulations 1998; Disallowance,https://theyvoteforyou.org.au/divisions/senate/2015-03-18/4,2015-03-18,5:57 PM,85.3,gov_loses,labor,labor,government,labor,government,labor,labor,government
3724,Bills — Defence Amendment (Fair Pay for Members of the Adf) Bill 2014; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2015-03-19/1,2015-03-19,10:57 AM,84.0,gov_loses,labor,labor,government,labor,labor,labor,labor,government
3725,Committees — Selection of Bills Committee; Report,https://theyvoteforyou.org.au/divisions/senate/2015-03-19/2,2015-03-19,11:13 AM,72.0,gov_wins,greens,government,greens,greens,greens,greens,government,government
3726,Motions — Ban donations to political parties from mining and coal seam gas (CSG) companies,https://theyvoteforyou.org.au/divisions/senate/2015-03-19/3,2015-03-19,11:28 AM,65.3,gov_wins,absent,greens,government,government,government,absent,government,government
3727,Bills — Migration Amendment (Protection and Other Measures) Bill 2014; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2015-03-19/4,2015-03-19,,62.7,gov_wins,government,government,government,greens,government,government,government,government
3728,Bills — Migration Amendment (Protection and Other Measures) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-03-19/5,2015-03-19,12:27 PM,61.3,gov_wins,absent,government,absent,greens,government,absent,government,absent
3729,Bills — Migration Amendment (Protection and Other Measures) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-03-19/6,2015-03-19,12:37 PM,60.0,gov_wins,absent,government,absent,greens,government,absent,government,absent
3730,Bills — Migration Amendment (Protection and Other Measures) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-03-19/7,2015-03-19,,54.7,gov_wins,absent,government,absent,absent,government,absent,government,absent
3731,Bills — Migration Amendment (Protection and Other Measures) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-03-19/8,2015-03-19,1:46 PM,53.3,gov_wins,absent,greens,absent,absent,greens,absent,government,absent
3732,Bills — Migration Amendment (Protection and Other Measures) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-03-19/9,2015-03-19,1:58 PM,69.3,gov_wins,absent,government,government,absent,absent,absent,government,absent
3734,Committees — Education and Employment References Committee; Reference,https://theyvoteforyou.org.au/divisions/senate/2015-03-24/1,2015-03-24,3:46 PM,91.9,gov_loses,labor,labor,labor,government,labor,labor,labor,government
3735,Bills — Telecommunications (Interception and Access) Amendment (Data Retention) Bill 2015; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2015-03-24/2,2015-03-24,8:43 PM,62.2,gov_wins,greens,greens,greens,government,greens,greens,government,absent
3736,Bills — Telecommunications (Interception and Access) Amendment (Data Retention) Bill 2015; Second Reading,https://theyvoteforyou.org.au/divisions/senate/2015-03-24/3,2015-03-24,8:46 PM,62.2,gov_wins,greens,greens,greens,government,greens,greens,government,absent
3738,Bills — Migration Amendment (Protection and Other Measures) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-03-25/1,2015-03-25,9:51 AM,74.3,gov_wins,absent,greens,government,absent,government,absent,absent,absent
3739,Bills — Migration Amendment (Protection and Other Measures) Bill 2014; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-03-25/2,2015-03-25,10:03 AM,60.8,gov_wins,government,greens,government,absent,government,absent,absent,absent
3740,Bills — Migration Amendment (Protection and Other Measures) Bill 2014; Third Reading,https://theyvoteforyou.org.au/divisions/senate/2015-03-25/3,2015-03-25,10:14 AM,64.9,gov_wins,government,greens,government,greens,government,government,absent,government
3741,Bills — Telecommunications (Interception and Access) Amendment (Data Retention) Bill 2015; in Committee,https://theyvoteforyou.org.au/divisions/senate/2015-03-25/4,2015-03-25,12:04 PM,63.5,gov_wins,greens,absent,greens,government,greens,greens,government,absent
3742,Business — Suspension of Standing Orders,https://theyvoteforyou.org.au/divisions/senate/2015-03-25/5,2015-03-25,4:34 PM,90.5,gov_wins,labor,government,government,government,government,government,government,government
3743,Business — Suspension of Standing Orders,https://theyvoteforyou.org.au/divisions/senate/2015-03-25/6,2015-03-25,4:39 PM,87.8,gov_wins,labor,government,government,government,government,government,government,government
3744,Business — Suspension of Standing Orders,https://theyvoteforyou.org.au/divisions/senate/2015-03-25/7,2015-03-25,4:51 PM,91.9,gov_wins,government,government,government,government,government,government,government,government
